date,pred,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
2026-10-04,0.0479030530318517,0.0355140299246067,0.0638989872681217,0.0273288674676683,0.0836430419864941,0.0232484859703735,0.0985237184331571,0.0202940993075006,0.112386998920913
2026-10-11,0.0635791342423897,0.0471358532109312,0.0848096735456783,0.0362721292996509,0.111014890666053,0.0308564593880866,0.130765208558962,0.0269352615863969,0.149165191762222
2026-10-18,0.0843851150620868,0.0625608455376249,0.112563251227139,0.048142017675623,0.147344005766816,0.0409540945610464,0.173557524836642,0.0357497027174064,0.197978818367128
2026-10-25,0.111999676457081,0.08303353564121,0.149398951570083,0.063896226244329,0.195561515341087,0.0543560951129248,0.230353263298791,0.0474485948717425,0.262766289838666
2026-11-01,0.14865075961034,0.110205658950525,0.198288676703381,0.0848058036229548,0.259557605214527,0.0721437336569854,0.305734700771283,0.0629758039777079,0.34875465555007
2026-11-08,0.197295199021237,0.146269332715861,0.263176616361736,0.112557634739345,0.344495174545436,0.0957520319929798,0.405783251928789,0.0835839911741696,0.462881046532828
2026-11-15,0.261856992112604,0.194133702661311,0.349297081209964,0.149390374516824,0.457225876003522,0.127085398989626,0.538569525902686,0.110935555584799,0.614351687990003
2026-11-22,0.347543196178808,0.257659140451461,0.463595885067819,0.198274668241815,0.606841700272746,0.168670942853879,0.714803041486994,0.147236463868162,0.815383035982007
2026-11-29,0.461262393679951,0.341967482560104,0.615288545417356,0.26315188754915,0.805405654117898,0.223861562247376,0.948692897893377,0.195413532785313,1.08218355323401
2026-12-06,0.61217821064178,0.453852393864507,0.816598634362835,0.349249914699577,1.06891825332887,0.297104581873111,1.25908621348373,0.259348926933562,1.43625233767578
2026-12-13,0.812439559706975,0.602320750123856,1.08373186667905,0.463499748919123,1.41859259281187,0.39429615672022,1.67097003966125,0.344189525771403,1.90609237075939
2026-12-20,1.07813954656785,0.799303545313767,1.438155207218,0.615082566036309,1.88252868352488,0.523246652062472,2.21744357394241,0.456753163746018,2.52946024079398
2026-12-27,1.43056412088073,1.06058160769514,1.90826247516224,0.816142078408976,2.49789370935578,0.694286643314803,2.94228629963341,0.606057620494393,3.35629564576637
2027-01-03,1.89779327642097,1.40697268636964,2.53151022184155,1.08269802548608,3.31371786670502,0.921044016384618,3.90325122463724,0.803998968315971,4.45247802405037
2027-01-10,2.51669586005546,1.86581034878328,3.3570786524293,1.43578421964364,4.39437748048931,1.2214120957028,5.17616766791724,1.06619667178167,5.90450664428945
2027-01-17,3.3352752538974,2.47268300613226,4.44900058546921,1.90278676645826,5.82369077630105,1.61868805931867,6.8597656978892,1.41298733455333,7.82500389091014
2027-01-24,4.41508864067819,3.27322749137886,5.88938856675246,2.51882426447586,7.70914213548748,2.14274706567267,9.0806519117346,1.87044961968841,10.3583911857497
2027-01-31,5.83288337170864,4.32434221826871,7.78061765828209,3.3276813591359,10.1847393408881,2.83083642171671,11.9966750049428,2.47109749593236,13.6847281271644
2027-02-07,7.67927963887565,5.69321054992286,10.2435682240668,4.38105720231343,13.4087134035781,3.72693625244024,15.7942163813022,3.25332215251052,18.0166218615303
2027-02-14,10.0496158206723,7.4505137856004,13.4054143260487,5.7333426886491,17.5475337130958,4.87731653051829,20.6693614876481,4.25751363553685,23.5777490349624
2027-02-21,13.0173056817243,9.65067890790006,17.3640842780662,7.42642064015053,22.729387309897,6.31760669434585,26.7731027267045,5.51477364178332,30.5403482035348
2027-02-28,16.5744827695694,12.2878739413952,22.1090848377494,9.45580321683317,28.9405386599829,8.04398896826714,34.0892609178472,7.02176955344459,38.8859636127931
2027-03-07,20.5276862143376,15.2186722214591,27.3823540888256,11.7111202828032,35.8431876726051,9.96257221102237,42.2199389947196,8.6965417905614,48.1607100675942
2027-03-14,24.3746173186549,18.0706830581333,32.5138642139248,13.9058085887287,42.5602756140273,11.8295789704506,50.1320434007059,10.3262918152251,57.1861273323823
2027-03-21,27.286524770561,20.2294926086628,36.3981247238254,15.5670624711972,47.6447281039056,13.2427966102042,56.1210552013577,11.5599196377345,64.0178534738783
2027-03-28,28.3873468003499,21.0456123345098,37.8665366185575,16.1950854771127,49.5668624446139,13.7770516084902,58.385150553189,12.0262822217136,66.6005298680476
2027-04-04,27.286524770561,20.2294926086628,36.3981247238255,15.5670624711972,47.6447281039056,13.2427966102042,56.1210552013577,11.5599196377345,64.0178534738783
2027-04-11,24.3746173186549,18.0706830581333,32.5138642139248,13.9058085887287,42.5602756140273,11.8295789704506,50.1320434007059,10.3262918152251,57.1861273323823
2027-04-18,20.5276862143376,15.2186722214591,27.3823540888256,11.7111202828032,35.8431876726051,9.96257221102237,42.2199389947196,8.6965417905614,48.1607100675942
2027-04-25,16.5744827695694,12.2878739413952,22.1090848377494,9.45580321683317,28.9405386599829,8.04398896826714,34.0892609178472,7.02176955344459,38.8859636127931
2027-05-02,13.0173056817243,9.65067890790006,17.3640842780662,7.42642064015053,22.729387309897,6.31760669434585,26.7731027267045,5.51477364178332,30.5403482035348
2027-05-09,10.0496158206723,7.4505137856004,13.4054143260487,5.7333426886491,17.5475337130958,4.87731653051829,20.6693614876481,4.25751363553685,23.5777490349624
2027-05-16,7.67927963887565,5.69321054992286,10.2435682240668,4.38105720231343,13.4087134035781,3.72693625244024,15.7942163813022,3.25332215251052,18.0166218615303
