date,pred,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
2026-10-04,23.1389995149926,10.6745233579355,49.7179725524684,5.33911291608355,100.110710970233,3.45902641036944,150.950349777102,2.32778138981135,213.910784833414
2026-10-11,28.2651995142895,13.039350825713,60.7324622108641,6.52193677192659,122.289177509925,4.22533703546432,184.391799240804,2.84347667521393,261.300451113157
2026-10-18,34.5266775740334,15.9279067358607,74.1862847977275,7.96671567694758,149.379416216198,5.16135926765156,225.239386563132,3.47338083726467,319.185308455808
2026-10-25,42.1745486553166,19.4560358774315,90.6190023946005,9.73139211614125,182.467874118618,6.30463203690499,275.131293688238,4.24275601976349,389.886814121257
2026-11-01,51.5152171581007,23.7650892592382,110.688975599026,11.8866661078174,222.880207596782,7.70095943734863,336.066390589625,5.18242647937389,476.237554091871
2026-11-08,62.9223401689248,29.0274430160196,135.199068543508,14.5187556138041,272.233041283415,9.40619910145803,410.482279112318,6.32998208732834,581.691838507048
2026-11-15,76.851205724751,35.4531314140367,165.127542976592,17.7327141925801,332.496175516987,11.4884115926623,501.34909149493,7.73122478155237,710.458622954895
2026-11-22,93.8558682329612,43.297751792722,201.66487655056,21.6563848410193,406.066722610121,14.0304219625233,612.281275567657,9.44189238846368,867.659918568463
2026-11-29,114.609301855708,52.871761758876,246.257065705352,26.4450502038625,495.856300318549,17.1328324604541,747.669068043284,11.5296860517296,1059.51710199394
2026-12-06,139.926606798415,64.5511847518971,300.655488222645,32.2867872129519,605.39143367738,20.9174916190949,912.829883835646,14.0766047829232,1293.5654482352
2026-12-13,170.790801655512,78.7895086134144,366.972322352182,39.408418435567,738.92514539494,25.5313499268542,1114.17657586737,17.1815401693175,1578.89257056196
2026-12-20,208.379723043236,96.1300949725125,447.738345127749,48.0817189191427,901.553336915968,31.1504810277124,1359.39291841254,20.9629824746657,1926.38709684342
2026-12-27,254.090624586377,117.217527292929,545.955787364088,58.6290921829122,1099.32121575659,37.9837589996953,1657.59408186789,25.5614952951824,2348.96607733048
2027-01-03,309.555538305668,142.804697414905,665.131340141726,71.4271147178213,1339.28975643368,46.2751547136535,2019.4268448125,31.1412609138126,2861.71699453084
2027-01-10,376.634251918303,173.749565831295,809.261065374098,86.9049155627298,1629.50531680735,56.3026860167841,2457.02378049093,37.8893738172597,3481.83284116446
2027-01-17,457.361324271354,210.990718755476,982.716549691369,105.531950599336,1978.7704007438,68.370497121585,2983.65760492568,46.010510453078,4228.12229906242
2027-01-24,553.80717253105,255.483284622767,1189.94642726097,127.785949689156,2396.04265286297,82.7880926656194,3612.83496066733,55.7129546126893,5119.72554585744
2027-01-31,667.790298390743,308.06617778595,1434.85805013667,154.086515497922,2889.18980734689,99.8273186887533,4356.4190860769,67.1796474122982,6173.45390151148
2027-02-07,800.352565954257,369.220032799032,1719.69003589065,184.674048657041,3462.71948156685,119.643922437051,5221.20672060676,80.5154002924347,7398.93898246475
2027-02-14,950.900359511071,438.671001833653,2043.16690285902,219.411577760071,4114.0634015236,142.14916487843,6203.32533298874,95.6604955629389,8790.69304917843
2027-02-21,1115.96802443518,514.820303091497,2397.84211812402,257.499434637938,4828.22743800415,166.824968691838,7280.16626299693,112.266288662204,10316.6775124071
