date,pred,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
2026-10-04,19.5953637968211,12.8181611772504,29.9534856110158,8.58026958570754,43.9592700849373,6.76684181886711,54.7361065487624,5.49620093448622,67.3258765175237
2026-10-11,25.0906969891095,16.4128924265306,38.3536554373934,10.9865244907974,56.2872288057504,8.6645381739722,70.0863264402066,7.03755815244552,86.206777518539
2026-10-18,32.1270877417111,21.0156949929006,49.109486834396,14.0675660164207,72.0723198468746,11.0944059576119,89.741212052262,9.0111585321503,110.382453961737
2026-10-25,41.1366332838629,26.9092220583085,62.8814839025196,18.0125976268526,92.2838887637142,14.2056607511315,114.907748885385,11.538198761743,141.337508276591
2026-11-01,52.6725185688625,34.4553354368917,80.5152455145709,23.0638437624896,118.162923323635,18.1893332041457,147.131159108393,14.7738387907291,180.972576870939
2026-11-08,67.4428741938034,44.1172534808177,103.093220553393,29.5313752894789,151.298008688709,23.2899611464861,188.389477536808,18.916698460508,231.720659388601
2026-11-15,86.3540192283606,56.4878380544319,132.000808927554,37.8120443422902,193.72233623931,29.8205225787399,241.214342658146,24.2209864588762,296.69569269766
2026-11-22,110.565599682877,72.3256629521917,169.010646268872,48.4136279387886,248.037398486632,38.1814765686354,308.845015975236,31.0119658200804,379.881995992488
2026-11-29,141.560704434809,92.6008797093558,216.389783182347,61.9855298114127,317.570283674616,48.8849762938903,395.424238172022,39.7056203737002,486.375175543196
2026-12-06,181.234625974423,118.553279782217,277.035364978699,79.3576462906853,406.572797247313,62.5855206765502,506.246166211543,50.8335507812048,622.687089434547
2026-12-13,232.00637851483,151.765243288604,354.645098328577,101.589197011177,520.471636062003,80.1184647887351,648.067879017403,65.0742536664126,797.129002203129
2026-12-20,296.957021167324,194.252222082064,453.928692156691,130.029292816582,666.178695760197,102.547786817168,829.495758259648,83.2919191582894,1020.28683648968
2026-12-27,379.997433511121,248.572488890318,580.864319484838,166.390400056331,852.467450183716,131.224025785241,1061.45413908035,106.583489381555,1305.59761741683
2027-01-03,486.063685163491,317.954936863416,742.997259481544,212.833887534244,1090.41123380665,167.851748275812,1357.73103967118,136.333456643902,1670.02072461031
2027-01-10,621.326857060806,406.436332600871,949.760630406246,272.061901462985,1393.85394442088,214.562005744767,1735.56425909302,174.272715107896,2134.75879750103
2027-01-17,793.378755709594,518.982799744792,1212.75927253202,347.398684614667,1779.82666530271,273.976466984878,2216.16013646503,222.53065080833,2725.89581353912
2027-01-24,1011.30142563944,661.53529003286,1545.87600492546,442.821013907608,2268.70360601206,349.231422771904,2824.88772143622,283.65463883597,3474.63591952511
2027-01-31,1285.42240975165,840.849488679521,1964.8975162594,562.85103566019,2883.65306556189,443.893270235048,3590.59513821056,360.541397594907,4416.46255354731
2027-02-07,1626.36463330579,1063.87430306731,2486.06201686814,712.14023598214,3648.50598914001,561.630410514015,4542.95560821413,456.170495739443,5587.87403029366
2027-02-14,2042.6953756779,1336.2139551454,3122.46545547587,894.439990322499,4582.48178761776,705.401371195062,5705.90027769264,572.944924579195,7018.30586315103
2027-02-21,2536.14079750278,1658.99760002745,3876.74644233109,1110.50613683505,5689.4528443988,875.802245113761,7084.25086434454,711.348845867548,8713.68880589124
